Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP,Condition,Trim,Location,Origin,Horsepower,Color,Source,Source_URL,Source_ID,Collected_At
MG,HS,107000,2021,Benzine,Automatic,1500,Hatchback,"EGP 950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5207,
Porsche,Taycan,4000,2023,Electric,Automatic,,Sports / Coupe,"EGP 5,750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5208,
Kia,Shuma,200000,2001,Benzine,Automatic,1600,Sedan,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5209,
Skoda,Favorit,140000,1994,Benzine,Manual,,4X4,"EGP 135,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5210,
BMW,740,175000,2016,Benzine,Automatic,3000,Sedan,"EGP 2,800,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5211,
Toyota,Corolla,205000,2014,Benzine,Automatic,1600,Sedan,"EGP 690,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5212,
Chevrolet,Lanos,200000,2019,Benzine,Manual,,Sedan,"EGP 380,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5213,
BMW,320,260000,2008,Benzine,Automatic,2000,Sedan,"EGP 650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5214,
Hyundai,Bayon,49500,2022,Benzine,Automatic,,Hatchback,"EGP 820,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5215,
Chevrolet,Camaro,9500,2024,Benzine,Automatic,2000,Convertible,"EGP 6,000,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5216,
Hyundai,Tucson,75000,2017,Diesel,Automatic,1600,SUV,"EGP 1,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5217,
Ford,Focus,100000,2008,Benzine,Automatic,1600,Sedan,"EGP 320,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5218,
Hyundai,Verna,204100,2016,Benzine,Manual,1600,Sedan,"EGP 390,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5219,
Chevrolet,Lanos,300000,2010,Benzine,Manual,1500,Sedan,"EGP 340,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5220,
Renault,Logan,247000,2016,Benzine,Automatic,1598,Sedan,"EGP 380,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5221,
Kia,Carnival,300000,2004,Benzine,Automatic,2400,Estate,"EGP 550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5222,
Hyundai,Elantra,114000,2022,Benzine,Automatic,1600,Sedan,"EGP 985,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5223,
Jac,S4,16000,2021,Benzine,Automatic,1500,Hatchback,"EGP 790,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5224,
Mercedes-Benz,E180,28000,2016,Benzine,Automatic,,Sedan,"EGP 2,550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5225,
Porsche,Macan,11000,2025,Benzine,Automatic,2000,SUV,"EGP 5,150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5226,
Jeep,Cherokee,400000,2000,Benzine,Manual,,,"EGP 260,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5227,
Geely,Emgrand 7,160000,2014,Benzine,Manual,1500,Sedan,"EGP 280,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5228,
Geely,Emgrand 7,158000,2014,Benzine,Manual,1500,Sedan,"EGP 330,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5229,
Chevrolet,Lanos,50000,2003,Benzine,Manual,1500,Sedan,"EGP 200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5230,
Volkswagen,Golf,42000,2022,Benzine,Automatic,1600,Hatchback,"EGP 1,400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5231,
Hyundai,Verna,200000,2011,Natural Gas,Manual,1600,Sedan,"EGP 260,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5232,
Mercedes-Benz,GLK 250,168000,2015,Benzine,Automatic,2000,SUV,"EGP 1,680,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5233,
Suzuki,Swift,115000,2022,Benzine,Automatic,,Hatchback,"EGP 725,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5234,
Volkswagen,Polo,200000,1995,Benzine,Manual,,,"EGP 210,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5235,
Mercedes-Benz,C200,217000,2010,Benzine,Automatic,1800,Sedan,"EGP 1,000,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5236,
Hyundai,Accent,248000,2006,Natural Gas,Manual,1300,Sedan,"EGP 260,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5237,
BMW,525,160,2009,Benzine,Automatic,2500,Sedan,"EGP 920,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5238,
Audi,Q3,39000,2022,Benzine,Automatic,1400,Hatchback,"EGP 2,100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5239,
Opel,Astra,148800,2014,Benzine,Automatic,1600,Sedan,"EGP 600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5240,
Kia,Rio,100000,2004,Benzine,Manual,1500,Sedan,"EGP 260,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5241,
Chevrolet,Aveo,537413,2007,Benzine,Manual,,,"EGP 297,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5242,
Mercedes-Benz,C180,296000,2010,Benzine,Automatic,1600,Sedan,"EGP 950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5243,
Suzuki,Baleno,320000,1999,Benzine,Manual,1300,Sedan,"EGP 160,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5244,
Mercedes-Benz,E200,280000,2003,Benzine,Automatic,2000,Sedan,"EGP 735,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5245,
Opel,Insignia,160000,2018,Benzine,Automatic,1600,Sedan,"EGP 790,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5246,
Mercedes-Benz,C180,17800,2024,Benzine,Automatic,1500,Sedan,"EGP 2,450,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5247,
Hyundai,Elantra,140000,2017,Benzine,Automatic,1600,Sedan,"EGP 850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5248,
Speranza,A620,318000,2007,Benzine,Automatic,2000,Sedan,"EGP 240,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5249,
Chevrolet,Aveo,154878,2006,Benzine,Manual,1500,Sedan,"EGP 390,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5250,
Volkswagen,Jetta,135000,2007,Benzine,Automatic,1600,Sedan,"EGP 485,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5251,
Kia,Spectra,190000,2004,Benzine,Automatic,1600,Sedan,"EGP 290,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5252,
MG,MG 6,90000,2022,Benzine,Automatic,1500,Sedan,"EGP 870,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5253,
MG,RX5,60000,2021,Benzine,Automatic,,SUV,"EGP 885,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5254,
BMW,750,129000,2017,Benzine,Automatic,,Sedan,"EGP 4,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5255,
Chevrolet,Lanos,201000,2009,Benzine,Manual,1500,Sedan,"EGP 200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5256,
Chevrolet,Optra,165000,2010,Benzine,Automatic,1600,Sedan,"EGP 440,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5257,
Kia,Cerato,225000,2005,Benzine,Manual,1600,Sedan,"EGP 330,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5258,
Peugeot,5008,120000,2022,Benzine,Automatic,,Sedan,"EGP 1,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5259,
Peugeot,106,250000,1994,Benzine,Manual,,,"EGP 125,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5260,
Mitsubishi,Pajero,155000,2016,Benzine,Automatic,3800,4X4,"EGP 2,000,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5261,
Jeep,Grand cherokee 4xe,159,2015,Benzine,Automatic,,4X4,"EGP 1,499,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5262,
Seat,Ibiza,100,2002,Benzine,Manual,1800,Hatchback,"EGP 210,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5263,
Toyota,Yaris,345000,2007,Benzine,Manual,1300,Sedan,"EGP 340,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5264,
Nissan,Sunny,88000,2017,Benzine,Automatic,1500,Sedan,"EGP 520,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5265,
Peugeot,301,51000,2019,Benzine,Automatic,,Sedan,"EGP 590,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5266,
Hyundai,Tucson,90000,2019,Benzine,Automatic,1600,SUV,"EGP 1,350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5267,
Mercedes-Benz,EQS 450+,10000,2023,Electric,Automatic,,SUV,"EGP 4,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5268,
Kia,Cerato,150000,2018,Benzine,Automatic,1600,Sedan,"EGP 580,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5269,
MG,RX5,105000,2019,Benzine,Automatic,1500,SUV,"EGP 850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5270,
Kia,Sportage,33000,2021,Benzine,Automatic,,SUV,"EGP 1,650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5271,
Geely,Emgrand 7,181000,2014,Benzine,Manual,1500,Sedan,"EGP 290,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5272,
Daewoo,Lanos,155656,1998,Benzine,Manual,1600,Sedan,"EGP 210,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5273,
Kia,Rio,70000,2001,Benzine,Manual,1300,Sedan,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5274,
BMW,IX,2800,2023,Electric,Automatic,100,SUV,"EGP 2,300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5275,
Toyota,Fortuner,150000,2019,Benzine,Automatic,4000,4X4,"EGP 2,400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5276,
Jac,B15,100000,2011,Benzine,Manual,1600,Sedan,"EGP 280,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5277,
Volkswagen,T-Roc,72000,2023,Benzine,Automatic,1400,SUV,"EGP 1,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5278,
Hyundai,Accent,133000,2012,Benzine,Automatic,1500,Sedan,"EGP 555,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5279,
BMW,X6,6000,2024,Benzine,Automatic,4400,SUV,"EGP 7,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5280,
Peugeot,206,9999,2005,Benzine,Automatic,1600,Sports / Coupe,"EGP 270,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5281,
Chevrolet,Aveo,225000,2006,Benzine,Manual,1500,Sedan,"EGP 225,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5282,
Hyundai,Accent,198,1999,Benzine,Manual,,Sedan,"EGP 165,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5283,
Toyota,Yaris,240000,2009,Benzine,Manual,1200,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5284,
Kia,Sportage,220000,2013,Benzine,Automatic,1600,SUV,"EGP 920,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5285,
Hyundai,Getz,153000,2004,Natural Gas,Automatic,,Hatchback,"EGP 365,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5286,
Lada,2110,150000,2007,Benzine,Manual,1600,Sedan,"EGP 175,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5287,
Toyota,Auris,300000,2014,Benzine,Automatic,,Hatchback,"EGP 490,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5288,
Mercedes-Benz,C280,250000,2008,Benzine,Automatic,3000,Sedan,"EGP 1,150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5289,
BYD,F3,200000,2017,Diesel,Manual,1600,Sedan,"EGP 330,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5290,
Fiat,Punto,300000,2011,Benzine,Manual,,,"EGP 260,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5291,
BMW,740,165000,2012,Benzine,Automatic,3000,Sedan,"EGP 1,350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5292,
Changan,CS55,8000,2025,Benzine,Automatic,1500,SUV,"EGP 1,150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5293,
Toyota,Yaris,130000,2014,Benzine,Automatic,1300,Sedan,"EGP 600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5294,
BMW,X6,31000,2023,Benzine,Automatic,,SUV,"EGP 6,150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5295,
Chevrolet,Aveo,170000,2017,Benzine,Automatic,,Sedan,"EGP 440,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5296,
Kia,Sportage,27000,2022,Benzine,Automatic,1600,SUV,"EGP 1,700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5297,
Kia,Rio,148000,2016,Benzine,Automatic,1400,Hatchback,"EGP 600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5298,
Hyundai,Excel,199999,1998,Benzine,Manual,1500,Sedan,"EGP 140,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5299,
