Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP,Condition,Trim,Location,Origin,Horsepower,Color,Source,Source_URL,Source_ID,Collected_At
Volkswagen,Passat,15000,2023,Benzine,Automatic,1600,Sedan,"EGP 1,820,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5094,
Skoda,Octavia,71000,2015,Benzine,Automatic,1600,Sedan,"EGP 910,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5095,
Hyundai,Galloper,300000,2002,Benzine,Automatic,3000,4X4,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5096,
Daewoo,Nubira,230000,2001,Benzine,Automatic,1600,Sedan,"EGP 175,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5097,
Peugeot,308 SW,207000,2011,Benzine,Automatic,,Hatchback,"EGP 420,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5098,
Daewoo,Matiz,175000,2001,Benzine,Manual,800,Hatchback,"EGP 150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5099,
Volkswagen,Passat,203000,2010,Benzine,Automatic,1400,Sedan,"EGP 700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5100,
Citroen,Xsara,111111,2000,Benzine,Manual,1600,Sedan,"EGP 165,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5101,
Hyundai,Coupe,250000,1993,Benzine,Manual,,Sports / Coupe,"EGP 100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5102,
Hyundai,Verna,300000,2011,Benzine,Automatic,,,"EGP 255,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5103,
Daihatsu,Mira,180000,1992,Benzine,Manual,850,Hatchback,"EGP 135,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5104,
Chery,Envy,220000,2017,Benzine,Manual,,,"EGP 285,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5105,
Alfa Romeo,Giulia,45000,2018,Benzine,Automatic,,Sedan,"EGP 1,750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5106,
Ssang Yong,Tivoli XLV,210000,2019,Benzine,Automatic,1600,SUV,"EGP 700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5107,
Hyundai,Elantra,150000,2021,Benzine,Automatic,1600,Sedan,"EGP 900,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5108,
Jeep,Grand Cherokee,95000,2016,Benzine,Automatic,5700,Hatchback,"EGP 1,675,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5109,
Lada,2107,118000,2010,Benzine,Manual,1600,Sedan,"EGP 235,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5110,
Renault,Logan,60000,2016,Benzine,Automatic,1600,Sedan,"EGP 420,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5111,
Suzuki,Grand Vitara,180000,2007,Benzine,Manual,1600,Hatchback,"EGP 340,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5112,
Speranza,M12,188000,2011,Benzine,Manual,,,"EGP 245,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5113,
Opel,Corsa,75000,2023,Benzine,Automatic,1200,Hatchback,"EGP 860,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5114,
BMW,X2,8000,2025,Benzine,Automatic,1500,SUV,"EGP 3,300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5115,
Honda,Accord,450000,1989,Benzine,Automatic,2000,Sedan,"EGP 130,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5116,
Fiat,Siena,320000,2000,Benzine,Manual,,,"EGP 160,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5117,
Mitsubishi,Pajero,53000,2019,Benzine,Automatic,3800,4X4,"EGP 2,700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5118,
Peugeot,301,113000,2023,Benzine,Automatic,,Sedan,"EGP 635,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5119,
Renault,Megane,120000,2005,Benzine,Automatic,2000,Sedan,"EGP 350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5120,
Ford,Fusion,44000,2019,Benzine,Automatic,,Sedan,"EGP 1,300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5121,
Peugeot,605,296237,1995,Benzine,Manual,2000,Sedan,"EGP 150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5122,
Renault,Sandero Stepway,104000,2019,Benzine,Automatic,,Hatchback,"EGP 600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5123,
Chevrolet,Optra,95000,2020,Benzine,Automatic,1600,Sedan,"EGP 510,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5124,
MG,RX5,66000,2024,Benzine,Automatic,1500,SUV,"EGP 1,100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5125,
Kia,Cerato,157000,2020,Benzine,Automatic,1600,Sedan,"EGP 690,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5126,
Mercedes-Benz,C180,83000,2018,Benzine,Automatic,,Sedan,"EGP 1,950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5127,
BMW,320,120000,2020,Benzine,Automatic,2000,Sedan,"EGP 1,900,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5128,
Nissan,Tiida,245000,2014,Benzine,Manual,1600,Sedan,"EGP 535,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5129,
Porsche,Boxster,8000,2024,Benzine,Automatic,200,Convertible,"EGP 5,900,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5130,
Volkswagen,Tiguan,19000,2021,Benzine,Automatic,1400,SUV,"EGP 1,825,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5131,
Mercedes-Benz,C180,78000,2015,Benzine,Automatic,1600,Sedan,"EGP 1,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5132,
BMW,320,124000,2018,Benzine,Automatic,2000,Sedan,"EGP 1,380,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5133,
Honda,Civic,200000,1991,Benzine,Automatic,1500,Sedan,"EGP 170,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5134,
Opel,Grandland,125000,2019,Benzine,Automatic,,SUV,"EGP 995,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5135,
Peugeot,3008,24000,2021,Benzine,Automatic,1600,SUV,"EGP 1,640,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5136,
Volkswagen,Beetle,285000,1970,Benzine,Manual,1300,Sports / Coupe,"EGP 100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5137,
Peugeot,2008,197000,2020,Benzine,Automatic,1600,SUV,"EGP 700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5138,
Toyota,Corolla,180000,2020,Benzine,Automatic,1600,Sedan,"EGP 1,000,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5139,
Mercedes-Benz,B180,239000,2015,Benzine,Automatic,1600,Hatchback,"EGP 700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5140,
Opel,Vectra,345000,1994,Benzine,Automatic,1600,Sedan,"EGP 135,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5141,
Mercedes-Benz,GLS,8000,2024,Benzine,Automatic,4000,SUV,"EGP 8,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5142,
BMW,X3,290,2009,Benzine,Automatic,3000,SUV,"EGP 820,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5143,
Daihatsu,Terios,151000,2013,Benzine,Automatic,1600,Hatchback,"EGP 590,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5144,
Hyundai,Getz,158000,2007,Benzine,Automatic,1600,Hatchback,"EGP 370,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5145,
Hyundai,Elantra Coupe,200000,2006,Natural Gas,Manual,1600,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5146,
BMW,218,65000,2021,Benzine,Automatic,,Sedan,"EGP 1,650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5147,
Toyota,Corolla,209000,2008,Benzine,Automatic,1600,Sedan,"EGP 440,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5148,
Peugeot,406,290000,2000,Benzine,Automatic,2000,Sedan,"EGP 280,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5149,
Audi,A5,170000,2019,Benzine,Automatic,1400,Sedan,"EGP 1,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5150,
Skoda,Octavia,300000,1998,Benzine,Manual,1600,Sedan,"EGP 245,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5151,
Daewoo,Matiz,220000,1999,Benzine,Manual,800,Hatchback,"EGP 130,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5152,
Renault,Logan,120000,2015,Benzine,Automatic,1600,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5153,
MG,MG 5,130000,2021,Benzine,Automatic,1600,Sedan,"EGP 650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5154,
Chery,Tiggo 3,90000,2022,Benzine,Automatic,1600,Hatchback,"EGP 680,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5155,
Skoda,Kodiaq,190000,2019,Benzine,Automatic,1400,SUV,"EGP 1,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5156,
Fiat,Shahin,70000,2008,Benzine,Manual,1400,Sedan,"EGP 140,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5157,
Volkswagen,Golf,150000,2009,Benzine,Automatic,1600,Hatchback,"EGP 720,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5158,
Lada,Samara,120000,1993,Benzine,Manual,1600,Hatchback,"EGP 55,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5159,
Changan,V7,200000,2016,Benzine,Automatic,1600,Sedan,"EGP 330,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5160,
Hyundai,Elantra,182650,2011,Benzine,Automatic,1600,Sedan,"EGP 620,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5161,
Mercedes-Benz,C300,30000,2020,Benzine,Automatic,2000,Convertible,"EGP 2,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5162,
Jeep,Wrangler,250000,2013,Benzine,Automatic,3800,4X4,"EGP 1,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5163,
Kia,Pride,190000,2001,Benzine,Automatic,1300,Hatchback,"EGP 160,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5164,
BMW,520,84000,2018,Benzine,Automatic,1600,Sedan,"EGP 2,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5165,
Suzuki,Van,150000,2011,Benzine,Manual,,Van / Bus,"EGP 200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5166,
BMW,316,237000,2013,Benzine,Automatic,1600,Sedan,"EGP 950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5167,
Hyundai,Matrix,205000,2006,Benzine,Manual,1600,Hatchback,"EGP 370,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5168,
Hyundai,Tucson,57000,2025,Benzine,Automatic,1600,SUV,"EGP 1,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5169,
Chevrolet,Lanos,200400,2009,Benzine,Manual,1500,Other,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5170,
Fiat,Siena,186000,2008,Benzine,Manual,1500,Sedan,"EGP 150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5171,
Jeep,Renegade,70000,2018,Benzine,Automatic,1400,SUV,"EGP 950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5172,
Opel,Grandland,96000,2019,Benzine,Automatic,,SUV,"EGP 1,050,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5173,
Jetour,X70,80000,2021,Benzine,Automatic,1500,SUV,"EGP 870,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5174,
Hyundai,Verna,270000,2010,Benzine,Manual,1600,Small city car,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5175,
Skoda,Octavia,160000,2000,Benzine,Automatic,2000,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5176,
Kia,Cerato,140000,2015,Benzine,Automatic,1600,Sedan,"EGP 610,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5177,
Hawtai,A25,110000,2017,Benzine,Automatic,1500,Hatchback,"EGP 470,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5178,
Daewoo,Lacetti,285000,2003,Benzine,Automatic,1600,Sedan,"EGP 335,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5179,
Mercedes-Benz,CLA 200,49000,2024,Benzine,Automatic,1500,Sedan,"EGP 2,700,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5180,
Hyundai,Verna,170000,2006,Benzine,Manual,2600,Sedan,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5181,
Land Rover,Range Rover Sport,60000,2020,Benzine,Automatic,2000,SUV,"EGP 4,850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5182,
Mercedes-Benz,B200,163000,2013,Benzine,Automatic,1600,Hatchback,"EGP 850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5183,
Mazda,3,150000,2010,Benzine,Automatic,1600,Sedan,"EGP 540,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5184,
Daewoo,Lanos,500000,2001,Benzine,Manual,,Sedan,"EGP 235,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5185,
Mercedes-Benz,C180,180000,2013,Benzine,Automatic,,Sedan,"EGP 1,225,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5186,
BMW,X3,155000,2013,Benzine,Automatic,2000,SUV,"EGP 1,370,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5187,
MINI,John Cooper Works,750000,2021,Benzine,Automatic,2000,Hatchback,"EGP 1,750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5188,
Mercedes-Benz,C180,1600,2022,Benzine,Automatic,1500,Sedan,"EGP 3,050,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5189,
Toyota,Corolla,168000,2022,Benzine,Automatic,1600,Sedan,"EGP 995,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5190,
Renault,Megane,77000,2020,Benzine,Automatic,,Sedan,"EGP 795,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5191,
Daewoo,Lanos,380000,1999,Benzine,Manual,,,"EGP 280,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5192,
Suzuki,Maruti,92500,2007,Benzine,Manual,800,Hatchback,"EGP 118,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5193,
Fiat,Shahin,50000,1998,Benzine,Manual,1400,Sedan,"EGP 100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5194,
Fiat,Tempra,165000,1990,Benzine,Manual,1600,Sedan,"EGP 130,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5195,
Hyundai,Verna,190000,2010,Benzine,Automatic,1600,Sedan,"EGP 369,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5196,
Fiat,127,300000,1987,Benzine,Manual,900,Hatchback,"EGP 52,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5197,
Peugeot,508,55000,2022,Benzine,Automatic,1600,Sedan,"EGP 1,600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5198,
Porsche,Cayenne,32000,2022,Benzine,Automatic,3000,SUV,"EGP 6,750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5199,
Land Rover,Evoque,220000,2015,Benzine,Automatic,2000,4X4,"EGP 1,650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5200,
Chevrolet,Aveo,162000,2011,Benzine,Manual,1500,Sedan,"EGP 330,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5201,
Opel,Vectra,170000,1996,Benzine,Automatic,2000,Sedan,"EGP 135,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5202,
Jac,J7,46000,2022,Benzine,Automatic,1600,Sedan,"EGP 690,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5203,
Skoda,Felecia,130000,1996,Benzine,Manual,,Hatchback,"EGP 140,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5204,
Renault,Megane,420000,2005,Benzine,Automatic,1600,Sedan,"EGP 330,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5205,
Nissan,Sentra,78000,2023,Benzine,Automatic,1598,Sedan,"EGP 770,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-5206,
